instructions.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,fixation.started,fixation.stopped,trial.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,COMP1,COMP2,COMP3,COMP4,COMP5,COMP6,TEST_FACE,ILLUMINANT_TEST,ILLUMINANT_LINEUP
0.0003,3.2993,return,3.277,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,3.3314,3.7985,3.801,6.8164,[0.5534396701388888],[-0.24320023148148148],[1],[0],[0],[3.0158000000119216],0,0,0,101,1,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-028-023-N_ILL9_T102_C5.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-033-041-HC_ILL9_T102_C3.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-015-006-N_ILL9_T102_C1.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-034-061-HC_ILL9_T102_C2.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-024-029-A_ILL9_T102_C4.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-012-002-N_ILL9_T102_C6.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-012-004-HC_ILL9_T102.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,6.8171,7.3157,7.3175,11.2147,[-0.45791377314814813],[-0.2949761284722222],[1],[0],[0],[3.897799999952314],0,1,1,84,1,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-004-006-HO_ILL10_T85_C2.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-010-004-HO_ILL10_T85_C6.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-039-004-HC_ILL10_T85_C5.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-024-019-F_ILL10_T85_C3.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-004-010-N_ILL10_T85_C4.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-038-011-A_ILL10_T85_C1.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-010-007-HC_ILL10_T85.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,11.2154,11.7151,11.717,14.581,[0.5351851851851852],[-0.28621961805555557],[1],[0],[0],[2.864799999952318],0,2,2,86,1,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-011-011-A_ILL10_T87_C2.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-018-005-HC_ILL10_T87_C5.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-037-033-HC_ILL10_T87_C6.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-039-010-A_ILL10_T87_C1.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-035-028-F_ILL10_T87_C4.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-002-009-N_ILL10_T87_C3.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-037-063-F_ILL10_T87.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,14.5817,15.0822,15.0841,18.5487,[0.5062861689814815],[0.2688802083333333],[1],[0],[0],[3.4653999999761567],0,3,3,41,1,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-028-025-HC_ILL10_T42_C3.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-028-023-N_ILL10_T42_C2.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-011-016-F_ILL10_T42_C6.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-007-001-N_ILL10_T42_C5.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-018-019-HC_ILL10_T42_C4.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-016-024-F_ILL10_T42_C1.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-011-002-N_ILL7_T42.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,18.5493,19.049,19.051,21.3979,[0.05638744212962963],[-0.2657407407407407],[1],[0],[0],[2.3475999999642383],0,4,4,48,1,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-032-001-N_ILL10_T49_C6.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-019-003-N_ILL10_T49_C4.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-011-002-N_ILL10_T49_C5.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-018-005-HC_ILL10_T49_C1.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-026-001-N_ILL10_T49_C3.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-025-019-HO_ILL10_T49_C2.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-032-014-A_ILL9_T49.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,21.3985,21.8988,21.9004,24.2486,[-0.0009150752314814814],[0.22608506944444445],[1],[0],[0],[2.34880000001192],0,5,5,83,1,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-036-037-HC_ILL10_T84_C2.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-038-003-N_ILL10_T84_C6.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-015-002-N_ILL10_T84_C5.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-029-020-F_ILL10_T84_C3.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-013-006-HO_ILL10_T84_C1.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-025-002-N_ILL10_T84_C4.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-038-005-HO_ILL10_T84.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,24.2492,24.7488,24.7509,29.615,[0.4798538773148148],[0.21689091435185184],[1],[0],[0],[4.864800000011918],0,6,6,66,1,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-028-023-N_ILL10_T67_C5.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-003-007-HC_ILL10_T67_C2.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-014-023-F_ILL10_T67_C4.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-036-030-HC_ILL10_T67_C3.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-031-045-F_ILL10_T67_C1.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-038-027-HC_ILL10_T67_C6.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-038-030-A_ILL7_T67.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,29.6153,30.1149,30.1157,34.1318,[-0.026099537037037036],[-0.3095015914351852],[1],[0],[0],[4.016399999976159],0,7,7,7,1,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-026-001-N_ILL10_T8_C5.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-034-040-A_ILL10_T8_C4.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-001-014-N_ILL10_T8_C2.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-031-032-F_ILL10_T8_C1.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-012-007-HC_ILL10_T8_C3.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-009-009-A_ILL10_T8_C6.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-009-002-N_ILL7_T8.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,34.1325,34.6321,34.634,40.9144,[0.04093605324074074],[-0.23446903935185184],[1],[0],[0],[6.2811999999880825],0,8,8,58,1,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-017-011-A_ILL10_T59_C5.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-012-001-N_ILL10_T59_C6.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-040-023-HO_ILL10_T59_C2.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-040-022-N_ILL10_T59_C3.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-039-028-F_ILL10_T59_C4.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-023-012-A_ILL10_T59_C1.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-012-005-HO_ILL9_T59.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,40.9149,41.4147,41.4165,44.0815,[0.5381799768518518],[0.2580222800925926],[1],[0],[0],[2.6657999999523128],0,9,9,119,1,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-009-002-N_ILL10_T120_C5.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-014-024-F_ILL10_T120_C4.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-025-019-HO_ILL10_T120_C3.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-040-023-HO_ILL10_T120_C1.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-037-034-HO_ILL10_T120_C6.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-020-008-A_ILL10_T120_C2.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-037-033-HC_ILL10_T120.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,44.082,44.5819,44.5839,46.8652,[0.5267541956018519],[-0.2645471643518518],[1],[0],[0],[2.282099999964238],0,10,10,27,1,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-021-009-A_ILL9_T28_C4.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-033-053-F_ILL9_T28_C5.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-001-011-HO_ILL9_T28_C6.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-036-047-F_ILL9_T28_C3.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-016-005-HC_ILL9_T28_C2.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-010-020-F_ILL9_T28_C1.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-001-007-HC_ILL9_T28.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,46.8659,47.3652,47.367,50.9648,[-0.5217158564814814],[0.24884620949074074],[1],[0],[0],[3.5985000000000014],0,11,11,47,1,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-019-035-HO_ILL10_T48_C5.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-020-002-N_ILL10_T48_C6.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-033-005-HO_ILL10_T48_C4.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-007-026-F_ILL10_T48_C1.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-013-015-A_ILL10_T48_C2.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-017-016-HC_ILL10_T48_C3.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-020-027-F_ILL9_T48.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,50.9654,51.4652,51.4667,55.4316,[0.4327076099537037],[-0.1976996527777778],[1],[0],[0],[3.9654999999999987],0,12,12,93,1,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-013-006-HO_ILL10_T94_C6.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-008-011-A_ILL10_T94_C2.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-036-026-HO_ILL10_T94_C3.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-027-003-N_ILL10_T94_C4.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-028-025-HC_ILL10_T94_C5.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-002-008-HC_ILL10_T94_C1.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-013-009-HC_ILL10_T94.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,55.4321,55.9317,55.9336,59.6816,[-0.39197771990740743],[0.1790183738425926],[1],[0],[0],[3.748600000023849],0,13,13,38,1,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-034-016-A_ILL9_T39_C5.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-018-018-HO_ILL9_T39_C2.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-002-025-F_ILL9_T39_C1.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-027-014-A_ILL9_T39_C3.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-009-004-HO_ILL9_T39_C6.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-018-013-F_ILL9_T39_C4.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-009-010-A_ILL9_T39.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,59.6821,60.1822,60.1837,63.2138,[0.043308738425925926],[0.20325520833333333],[1],[0],[0],[3.0307000000476876],0,14,14,116,1,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-028-029-A_ILL7_T117_C1.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-015-005-HO_ILL7_T117_C4.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-024-019-F_ILL7_T117_C5.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-017-005-HO_ILL7_T117_C2.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-025-022-F_ILL7_T117_C6.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-018-004-HO_ILL7_T117_C3.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-025-002-N_ILL7_T117.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,63.2143,63.715,63.7169,70.2979,[0.49921875],[0.22300347222222222],[1],[0],[0],[6.581800000011924],0,15,15,71,1,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-021-013-F_ILL10_T72_C5.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-026-017-HO_ILL10_T72_C2.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-034-006-N_ILL10_T72_C6.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-007-005-HC_ILL10_T72_C4.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-038-023-HO_ILL10_T72_C1.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-039-025-N_ILL10_T72_C3.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-034-016-A_ILL10_T72.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,70.2984,70.7984,70.8003,73.2304,[0.5384693287037037],[-0.27249348958333336],[1],[0],[0],[2.430800000011928],0,16,16,52,1,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-035-027-HO_ILL10_T53_C4.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-037-034-HC_ILL10_T53_C2.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-006-002-N_ILL10_T53_C1.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-018-013-F_ILL10_T53_C3.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-030-026-F_ILL10_T53_C6.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-017-012-F_ILL10_T53_C5.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-030-033-A_ILL10_T53.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,73.231,73.7317,73.7338,79.1473,[0.04632523148148148],[-0.2525028935185185],[1],[0],[0],[5.41449999999999],0,17,17,51,1,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-015-014-A_ILL10_T52_C1.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-020-002-N_ILL10_T52_C5.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-039-025-N_ILL10_T52_C4.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-015-027-F_ILL10_T52_C3.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-036-040-F_ILL10_T52_C2.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-023-021-HC_ILL10_T52_C6.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-023-013-A_ILL7_T52.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,79.1479,79.6484,79.6493,83.0981,[0.5228190104166667],[-0.29104817708333336],[1],[0],[0],[3.4490999999642327],0,18,18,85,1,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-003-004-HO_ILL10_T86_C3.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-005-010-N_ILL10_T86_C5.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-037-029-N_ILL10_T86_C1.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-025-023-HC_ILL10_T86_C2.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-010-006-HO_ILL10_T86_C6.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-022-007-HC_ILL10_T86_C4.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-010-013-F_ILL9_T86.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,83.0989,83.5972,83.599,87.148,[0.00791015625],[-0.26357783564814813],[1],[0],[0],[3.5498000000119276],0,19,19,95,1,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-019-035-HO_ILL10_T96_C5.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-033-041-HC_ILL10_T96_C6.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-014-002-N_ILL10_T96_C1.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-014-004-HO_ILL10_T96_C3.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-020-027-F_ILL10_T96_C2.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-024-031-F_ILL10_T96_C4.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-033-005-HO_ILL7_T96.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,87.1485,87.6471,87.649,90.7812,[0.5276656539351852],[-0.22392578125],[1],[0],[0],[3.1331000000238447],0,20,20,102,1,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-036-040-F_ILL9_T103_C6.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-028-023-N_ILL9_T103_C1.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-019-024-F_ILL9_T103_C3.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-023-013-A_ILL9_T103_C2.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-015-014-A_ILL9_T103_C5.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-014-004-HO_ILL9_T103_C4.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-036-023-N_ILL9_T103.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,90.7817,91.281,91.283,94.9978,[-0.5412398726851851],[-0.25455367476851853],[1],[0],[0],[3.71570000004769],0,21,21,10,1,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-024-031-F_ILL9_T11_C2.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-025-023-HC_ILL9_T11_C3.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-039-032-A_ILL9_T11_C4.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-017-012-F_ILL9_T11_C5.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-005-013-HO_ILL9_T11_C1.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-023-020-HO_ILL9_T11_C6.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-023-013-A_ILL9_T11.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,94.9984,95.497,95.4989,102.0309,[0.5237811053240741],[-0.267408130787037],[1],[0],[0],[6.532699999988083],0,22,22,20,1,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-026-017-HO_ILL9_T21_C1.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-003-004-HO_ILL9_T21_C4.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-005-016-HC_ILL9_T21_C3.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-018-019-HC_ILL9_T21_C2.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-020-027-F_ILL9_T21_C5.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-034-033-HO_ILL9_T21_C6.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-034-016-A_ILL9_T21.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,102.0314,102.5314,102.5332,108.1479,[-0.4797706886574074],[0.21552734375],[1],[0],[0],[5.6155000000000115],0,23,23,74,1,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-002-004-N_ILL7_T75_C2.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-007-001-N_ILL7_T75_C5.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-017-016-HC_ILL7_T75_C6.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-028-019-F_ILL7_T75_C4.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-018-019-HC_ILL7_T75_C3.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-024-031-F_ILL7_T75_C1.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-017-012-F_ILL7_T75.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,108.1486,108.6482,108.6502,113.181,[0.014659288194444444],[0.19794198495370371],[1],[0],[0],[4.531799999952312],0,24,24,59,1,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-012-017-F_ILL10_T60_C1.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-021-006-HC_ILL10_T60_C2.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-022-017-N_ILL10_T60_C3.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-020-002-N_ILL10_T60_C4.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-034-016-A_ILL10_T60_C5.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-019-005-N_ILL10_T60_C6.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-019-024-F_ILL10_T60.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,113.1816,113.6813,113.6832,117.88,[0.014659288194444444],[0.19794198495370371],[1],[0],[0],[4.19760000002384],0,25,25,34,1,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-003-003-N_ILL7_T35_C3.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-014-004-HO_ILL7_T35_C2.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-037-016-A_ILL7_T35_C6.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-017-012-F_ILL7_T35_C4.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-024-010-HC_ILL7_T35_C5.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-033-035-F_ILL7_T35_C1.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-037-029-N_ILL7_T35.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,117.8805,118.3806,118.3818,121.5644,[0.5309353298611111],[-0.2653754340277778],[1],[0],[0],[3.1830999999642415],0,26,26,15,1,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-028-025-HC_ILL10_T16_C2.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-034-061-HC_ILL10_T16_C5.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-016-024-F_ILL10_T16_C1.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-031-009-HC_ILL10_T16_C3.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-023-021-HC_ILL10_T16_C6.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-019-035-HO_ILL10_T16_C4.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-023-020-HO_ILL10_T16.png,,
